Series Code,Topic,Indicator Name
LO.TIMSS.MAT8.LOW.FE,Learning Outcomes,TIMSS: Female 8th grade students reaching the low international benchmark of mathematics achievement (%)
LO.TIMSS.MAT8.LOW.MA,Learning Outcomes,TIMSS: Male 8th grade students reaching the low international benchmark of mathematics achievement (%)
LO.TIMSS.MAT8.MA,Learning Outcomes,"TIMSS: Mean performance on the mathematics scale for eighth grade students, male"
LO.TIMSS.MAT8.P05,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 5th Percentile Score
LO.TIMSS.MAT8.P10,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 10th Percentile Score
LO.TIMSS.MAT8.P25,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 25th Percentile Score
LO.TIMSS.MAT8.P50,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 50th Percentile Score
LO.TIMSS.MAT8.P75,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 75th Percentile Score
LO.TIMSS.MAT8.P90,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 90th Percentile Score
LO.TIMSS.MAT8.P95,Learning Outcomes,TIMSS: Distribution of 8th Grade Mathematics Scores: 95th Percentile Score
LO.TIMSS.SCI4,Learning Outcomes,"TIMSS: Mean performance on the science scale for fourth grade students, total"
LO.TIMSS.SCI4.ADV,Learning Outcomes,TIMSS: Fourth grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI4.ADV.FE,Learning Outcomes,TIMSS: Female 4th grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI4.ADV.MA,Learning Outcomes,TIMSS: Male 4th grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI4.BL,Learning Outcomes,TIMSS: Fourth grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.BL.FE,Learning Outcomes,TIMSS: Female 4th grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.BL.MA,Learning Outcomes,TIMSS: Male 4th grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.FE,Learning Outcomes,"TIMSS: Mean performance on the science scale for fourth grade students, female"
LO.TIMSS.SCI4.HI,Learning Outcomes,TIMSS: Fourth grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI4.HI.FE,Learning Outcomes,TIMSS: Female 4th grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI4.HI.MA,Learning Outcomes,TIMSS: Male 4th grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI4.INT,Learning Outcomes,TIMSS: Fourth grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI4.INT.FE,Learning Outcomes,TIMSS: Female 4th grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI4.INT.MA,Learning Outcomes,TIMSS: Male 4th grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI4.LOW,Learning Outcomes,TIMSS: Fourth grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.LOW.FE,Learning Outcomes,TIMSS: Female 4th grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.LOW.MA,Learning Outcomes,TIMSS: Male 4th grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI4.MA,Learning Outcomes,"TIMSS: Mean performance on the science scale for fourth grade students, male"
LO.TIMSS.SCI4.P05,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 5th Percentile Score
LO.TIMSS.SCI4.P10,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 10th Percentile Score
LO.TIMSS.SCI4.P25,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 25th Percentile Score
LO.TIMSS.SCI4.P50,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 50th Percentile Score
LO.TIMSS.SCI4.P75,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 75th Percentile Score
LO.TIMSS.SCI4.P90,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 90th Percentile Score
LO.TIMSS.SCI4.P95,Learning Outcomes,TIMSS: Distribution of 4th Grade Science Scores: 95th Percentile Score
LO.TIMSS.SCI8,Learning Outcomes,"TIMSS: Mean performance on the science scale for eighth grade students, total"
LO.TIMSS.SCI8.ADV,Learning Outcomes,TIMSS: Eighth grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI8.ADV.FE,Learning Outcomes,TIMSS: Female 8th grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI8.ADV.MA,Learning Outcomes,TIMSS: Male 8th grade students reaching the advanced international benchmark of science achievement (%)
LO.TIMSS.SCI8.BL,Learning Outcomes,TIMSS: Eighth grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.BL.FE,Learning Outcomes,TIMSS: Female 8th grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.BL.MA,Learning Outcomes,TIMSS: Male 8th grade students who did not reach the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.FE,Learning Outcomes,"TIMSS: Mean performance on the science scale for eighth grade students, female"
LO.TIMSS.SCI8.HI,Learning Outcomes,TIMSS: Eighth grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI8.HI.FE,Learning Outcomes,TIMSS: Female 8th grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI8.HI.MA,Learning Outcomes,TIMSS: Male 8th grade students reaching the high international benchmark of science achievement (%)
LO.TIMSS.SCI8.INT,Learning Outcomes,TIMSS: Eighth grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI8.INT.FE,Learning Outcomes,TIMSS: Female 8th grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI8.INT.MA,Learning Outcomes,TIMSS: Male 8th grade students reaching the intermediate international benchmark of science achievement (%)
LO.TIMSS.SCI8.LOW,Learning Outcomes,TIMSS: Eighth grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.LOW.FE,Learning Outcomes,TIMSS: Female 8th grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.LOW.MA,Learning Outcomes,TIMSS: Male 8th grade students reaching the low international benchmark of science achievement (%)
LO.TIMSS.SCI8.MA,Learning Outcomes,"TIMSS: Mean performance on the science scale for eighth grade students, male"
LO.TIMSS.SCI8.P05,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 5th Percentile Score
LO.TIMSS.SCI8.P10,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 10th Percentile Score
LO.TIMSS.SCI8.P25,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 25th Percentile Score
LO.TIMSS.SCI8.P50,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 50th Percentile Score
LO.TIMSS.SCI8.P75,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 75th Percentile Score
LO.TIMSS.SCI8.P90,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 90th Percentile Score
LO.TIMSS.SCI8.P95,Learning Outcomes,TIMSS: Distribution of 8th Grade Science Scores: 95th Percentile Score
NY.GDP.MKTP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP (current US$)
NY.GDP.MKTP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GDP (constant 2010 US$)
NY.GDP.MKTP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GDP, PPP (current international $)"
NY.GDP.MKTP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GDP, PPP (constant 2011 international $)"
NY.GDP.PCAP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$)
NY.GDP.PCAP.KD,Economic Policy & Debt: National accounts: US$ at constant 2010 prices: Aggregate indicators,GDP per capita (constant 2010 US$)
NY.GDP.PCAP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GDP per capita, PPP (current international $)"
NY.GDP.PCAP.PP.KD,Economic Policy & Debt: Purchasing power parity,"GDP per capita, PPP (constant 2011 international $)"
NY.GNP.MKTP.CD,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GNI (current US$)
NY.GNP.MKTP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GNI, PPP (current international $)"
NY.GNP.PCAP.CD,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)"
NY.GNP.PCAP.PP.CD,Economic Policy & Debt: Purchasing power parity,"GNI per capita, PPP (current international $)"
OECD.TSAL.0.E0,Teachers,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary
OECD.TSAL.0.E10,Teachers,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. 10 years of experience
OECD.TSAL.0.E15,Teachers,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. 15 years of experience
OECD.TSAL.0.ETOP,Teachers,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Top of scale
OECD.TSAL.1.E0,Teachers,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary
OECD.TSAL.1.E10,Teachers,Annual statutory teacher salaries in public institutions in USD. Primary. 10 years of experience
OECD.TSAL.1.E15,Teachers,Annual statutory teacher salaries in public institutions in USD. Primary. 15 years of experience
OECD.TSAL.1.ETOP,Teachers,Annual statutory teacher salaries in public institutions in USD. Primary. Top of scale
OECD.TSAL.2.E0,Teachers,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Starting salary
OECD.TSAL.2.E10,Teachers,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. 10 years of experience
OECD.TSAL.2.E15,Teachers,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. 15 years of experience
OECD.TSAL.2.ETOP,Teachers,Annual statutory teacher salaries in public institutions in USD. Lower Secondary. Top of scale
OECD.TSAL.3.E0,Teachers,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary
OECD.TSAL.3.E10,Teachers,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 10 years of experience
OECD.TSAL.3.E15,Teachers,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. 15 years of experience
OECD.TSAL.3.ETOP,Teachers,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Top of scale
PRJ.ATT.1519.1.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Female
PRJ.ATT.1519.1.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Male
PRJ.ATT.1519.1.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Primary. Total
PRJ.ATT.1519.2.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.1519.2.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.1519.2.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.1519.3.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.1519.3.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.1519.3.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.1519.4.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.1519.4.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.1519.4.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.1519.NED.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Female
PRJ.ATT.1519.NED.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Male
PRJ.ATT.1519.NED.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. No Education. Total
PRJ.ATT.1519.S1.FE,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.1519.S1.MA,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.1519.S1.MF,Attainment,Projection: Percentage of the population age 15-19 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.15UP.1.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Female
PRJ.ATT.15UP.1.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Male
PRJ.ATT.15UP.1.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Primary. Total
PRJ.ATT.15UP.2.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.15UP.2.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.15UP.2.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.15UP.3.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.15UP.3.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.15UP.3.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.15UP.4.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.15UP.4.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.15UP.4.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.15UP.NED.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Female
PRJ.ATT.15UP.NED.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Male
PRJ.ATT.15UP.NED.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. No Education. Total
PRJ.ATT.15UP.S1.FE,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.15UP.S1.MA,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.15UP.S1.MF,Attainment,Projection: Percentage of the population age 15+ by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.2024.1.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Female
PRJ.ATT.2024.1.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Male
PRJ.ATT.2024.1.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Primary. Total
PRJ.ATT.2024.2.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.2024.2.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.2024.2.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.2024.3.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.2024.3.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.2024.3.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.2024.4.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.2024.4.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.2024.4.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.2024.NED.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Female
PRJ.ATT.2024.NED.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Male
PRJ.ATT.2024.NED.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. No Education. Total
PRJ.ATT.2024.S1.FE,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.2024.S1.MA,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.2024.S1.MF,Attainment,Projection: Percentage of the population age 20-24 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.2039.1.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Female
PRJ.ATT.2039.1.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Male
PRJ.ATT.2039.1.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Primary. Total
PRJ.ATT.2039.2.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.2039.2.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.2039.2.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.2039.3.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.2039.3.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.2039.3.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.2039.4.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.2039.4.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.2039.4.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.2039.NED.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Female
PRJ.ATT.2039.NED.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Male
PRJ.ATT.2039.NED.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. No Education. Total
PRJ.ATT.2039.S1.FE,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.2039.S1.MA,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.2039.S1.MF,Attainment,Projection: Percentage of the population age 20-39 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.2064.1.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Female
PRJ.ATT.2064.1.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Male
PRJ.ATT.2064.1.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Primary. Total
PRJ.ATT.2064.2.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.2064.2.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.2064.2.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.2064.3.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.2064.3.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.2064.3.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.2064.4.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.2064.4.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.2064.4.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.2064.NED.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Female
PRJ.ATT.2064.NED.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Male
PRJ.ATT.2064.NED.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. No Education. Total
PRJ.ATT.2064.S1.FE,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.2064.S1.MA,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.2064.S1.MF,Attainment,Projection: Percentage of the population age 20-64 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.2529.1.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Female
PRJ.ATT.2529.1.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Male
PRJ.ATT.2529.1.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Primary. Total
PRJ.ATT.2529.2.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.2529.2.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.2529.2.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.2529.3.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.2529.3.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.2529.3.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.2529.4.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.2529.4.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.2529.4.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.2529.NED.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Female
PRJ.ATT.2529.NED.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Male
PRJ.ATT.2529.NED.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. No Education. Total
PRJ.ATT.2529.S1.FE,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.2529.S1.MA,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.2529.S1.MF,Attainment,Projection: Percentage of the population age 25-29 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.25UP.1.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Female
PRJ.ATT.25UP.1.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Male
PRJ.ATT.25UP.1.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Primary. Total
PRJ.ATT.25UP.2.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.25UP.2.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.25UP.2.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.25UP.3.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.25UP.3.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.25UP.3.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.25UP.4.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.25UP.4.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.25UP.4.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.25UP.NED.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Female
PRJ.ATT.25UP.NED.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Male
PRJ.ATT.25UP.NED.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. No Education. Total
PRJ.ATT.25UP.S1.FE,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.25UP.S1.MA,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.25UP.S1.MF,Attainment,Projection: Percentage of the population age 25+ by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.4064.1.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Female
PRJ.ATT.4064.1.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Male
PRJ.ATT.4064.1.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Primary. Total
PRJ.ATT.4064.2.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Female
PRJ.ATT.4064.2.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Male
PRJ.ATT.4064.2.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Lower Secondary. Total
PRJ.ATT.4064.3.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Female
PRJ.ATT.4064.3.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Male
PRJ.ATT.4064.3.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Upper Secondary. Total
PRJ.ATT.4064.4.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Female
PRJ.ATT.4064.4.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Male
PRJ.ATT.4064.4.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Post Secondary. Total
PRJ.ATT.4064.NED.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Female
PRJ.ATT.4064.NED.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Male
PRJ.ATT.4064.NED.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. No Education. Total
PRJ.ATT.4064.S1.FE,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Female
PRJ.ATT.4064.S1.MA,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Male
PRJ.ATT.4064.S1.MF,Attainment,Projection: Percentage of the population age 40-64 by highest level of educational attainment. Incomplete Primary. Total
PRJ.ATT.60UP.1.FE,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Female
PRJ.ATT.60UP.1.MA,Attainment,Projection: Percentage of the population age 60+ by highest level of educational attainment. Primary. Male
